Country Name,Country Code,Series,Series Code,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Upper middle income,UMC,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,97.58272,97.67164,97.76821,97.90537,98.15916,98.27142,98.37015,98.23381,98.45334,98.77078,98.46913,98.45037,98.42945,98.92159,98.87663,99.151,98.54937,99.22288,99.20015,98.48301,98.518,,,,
Uruguay,URY,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,98.71252,98.75914,98.96814,98.86148,98.78419,98.86222,98.95525,98.92976,98.83889,98.9276,99.15247,98.9326,98.88027,,,,,
Uzbekistan,UZB,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,99.87435,,,,,,,,,,,,,100,99.99996,99.99996,100,,99.99994,,,,,
Vanuatu,VUT,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,91.8,,,,,,,,,,95.3,,,,96.28212,,,,,
"Venezuela, RB",VEN,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,97.19934,,,,,,98.39878,,98.5333,,97.55916,,,,99.00763,98.75951,,,,,,,
Viet Nam,VNM,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,94.52964,94.83651,,,,,,,,,97.09167,,,,,,,,,98.4081,,,,,
Virgin Islands (U.S.),VIR,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,PSE,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,98.94182,,99.09138,99.06206,99.15022,99.23326,99.24204,99.31232,99.28733,99.34833,99.36351,99.34061,99.38371,,99.33625,,,,,
World,WLD,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,86.57232,86.57406,86.87619,87.38615,87.8817,88.34323,88.47526,88.76426,88.66706,89.45072,89.5235,89.56742,89.78326,90.33694,90.67431,90.9933,91.03014,91.44743,91.62891,91.54566,91.72953,,,,
"Yemen, Rep.",YEM,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,77,,,,,,,,,,,,,,,,,,,
Zambia,ZMB,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,69.45722,,,69.08881,,,,,64.04964,,,88.71456,,,,,,,,92.09157,,,,,
Zimbabwe,ZWE,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,90.9307,,,90.42812,,,,,,,,,
